id,cluster,title,owner_team,blocking_dependencies,risk_level,estimated_complexity,merge_risk_score,parallelizable_cluster
EXT-076-integration,C23,tech-leads-club/agent-skills: integration,skill-registry,C00-repo-sync;C01-registry-core,medium,S,2,C23-external-intake
EXT-077-intake,C23,iOfficeAI/OfficeCLI: intake,skill-registry,C00-repo-sync,medium,S,1,C23-external-intake
EXT-077-architecture,C23,iOfficeAI/OfficeCLI: architecture,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-077-security,C23,iOfficeAI/OfficeCLI: security,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-077-integration,C23,iOfficeAI/OfficeCLI: integration,skill-registry,C00-repo-sync;C01-registry-core,medium,S,2,C23-external-intake
EXT-078-intake,C03,microsoft/skills: intake,mcp-team,C00-repo-sync,medium,S,1,C03-external-intake
EXT-078-architecture,C03,microsoft/skills: architecture,mcp-team,C00-repo-sync;C01-registry-core,medium,M,2,C03-external-intake
EXT-078-security,C03,microsoft/skills: security,mcp-team,C00-repo-sync;C01-registry-core,medium,M,2,C03-external-intake
EXT-078-integration,C03,microsoft/skills: integration,mcp-team,C00-repo-sync;C01-registry-core,medium,S,2,C03-external-intake
EXT-079-intake,C20,jeremylongshore/claude-code-plugins-plus-skills: intake,external-intake,C00-repo-sync,low,S,1,C20-external-intake
EXT-079-architecture,C20,jeremylongshore/claude-code-plugins-plus-skills: architecture,external-intake,C00-repo-sync;C01-registry-core,low,M,2,C20-external-intake
EXT-079-security,C20,jeremylongshore/claude-code-plugins-plus-skills: security,external-intake,C00-repo-sync;C01-registry-core,low,M,2,C20-external-intake
EXT-079-integration,C20,jeremylongshore/claude-code-plugins-plus-skills: integration,external-intake,C00-repo-sync;C01-registry-core,low,S,2,C20-external-intake
EXT-080-intake,C23,supabase/agent-skills: intake,skill-registry,C00-repo-sync,medium,S,1,C23-external-intake
EXT-080-architecture,C23,supabase/agent-skills: architecture,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-080-security,C23,supabase/agent-skills: security,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-080-integration,C23,supabase/agent-skills: integration,skill-registry,C00-repo-sync;C01-registry-core,medium,S,2,C23-external-intake
EXT-081-intake,C20,bergside/design-md-chrome: intake,external-intake,C00-repo-sync,medium,S,1,C20-external-intake
EXT-081-architecture,C20,bergside/design-md-chrome: architecture,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-081-security,C20,bergside/design-md-chrome: security,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-081-integration,C20,bergside/design-md-chrome: integration,external-intake,C00-repo-sync;C01-registry-core,medium,S,2,C20-external-intake
EXT-082-intake,C23,himself65/finance-skills: intake,skill-registry,C00-repo-sync,low,S,1,C23-external-intake
EXT-082-architecture,C23,himself65/finance-skills: architecture,skill-registry,C00-repo-sync;C01-registry-core,low,M,2,C23-external-intake
EXT-082-security,C23,himself65/finance-skills: security,skill-registry,C00-repo-sync;C01-registry-core,low,M,2,C23-external-intake
EXT-082-integration,C23,himself65/finance-skills: integration,skill-registry,C00-repo-sync;C01-registry-core,low,S,2,C23-external-intake
EXT-083-intake,C23,cloudflare/skills: intake,skill-registry,C00-repo-sync,medium,S,1,C23-external-intake
EXT-083-architecture,C23,cloudflare/skills: architecture,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-083-security,C23,cloudflare/skills: security,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-083-integration,C23,cloudflare/skills: integration,skill-registry,C00-repo-sync;C01-registry-core,medium,S,2,C23-external-intake
EXT-084-intake,C23,SnailSploit/Claude-Red: intake,skill-registry,C00-repo-sync,high,S,1,C23-external-intake
EXT-084-architecture,C23,SnailSploit/Claude-Red: architecture,skill-registry,C00-repo-sync;C01-registry-core,high,M,2,C23-external-intake
EXT-084-security,C23,SnailSploit/Claude-Red: security,skill-registry,C00-repo-sync;C01-registry-core,high,M,2,C23-external-intake
EXT-084-integration,C23,SnailSploit/Claude-Red: integration,skill-registry,C00-repo-sync;C01-registry-core,high,S,2,C23-external-intake
EXT-085-intake,C03,OpenCoworkAI/open-cowork: intake,mcp-team,C00-repo-sync,medium,S,1,C03-external-intake
EXT-085-architecture,C03,OpenCoworkAI/open-cowork: architecture,mcp-team,C00-repo-sync;C01-registry-core,medium,M,2,C03-external-intake
EXT-085-security,C03,OpenCoworkAI/open-cowork: security,mcp-team,C00-repo-sync;C01-registry-core,medium,M,2,C03-external-intake
EXT-085-integration,C03,OpenCoworkAI/open-cowork: integration,mcp-team,C00-repo-sync;C01-registry-core,medium,S,2,C03-external-intake
EXT-086-intake,C23,conorluddy/ios-simulator-skill: intake,skill-registry,C00-repo-sync,medium,S,1,C23-external-intake
EXT-086-architecture,C23,conorluddy/ios-simulator-skill: architecture,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-086-security,C23,conorluddy/ios-simulator-skill: security,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-086-integration,C23,conorluddy/ios-simulator-skill: integration,skill-registry,C00-repo-sync;C01-registry-core,medium,S,2,C23-external-intake
EXT-087-intake,C23,imxv/Pretty-mermaid-skills: intake,skill-registry,C00-repo-sync,medium,S,1,C23-external-intake
EXT-087-architecture,C23,imxv/Pretty-mermaid-skills: architecture,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-087-security,C23,imxv/Pretty-mermaid-skills: security,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-087-integration,C23,imxv/Pretty-mermaid-skills: integration,skill-registry,C00-repo-sync;C01-registry-core,medium,S,2,C23-external-intake
EXT-088-intake,C07,agentscope-ai/OpenJudge: intake,ci-evals,C00-repo-sync,medium,S,1,C07-external-intake
EXT-088-architecture,C07,agentscope-ai/OpenJudge: architecture,ci-evals,C00-repo-sync;C01-registry-core,medium,M,2,C07-external-intake
EXT-088-security,C07,agentscope-ai/OpenJudge: security,ci-evals,C00-repo-sync;C01-registry-core,medium,M,2,C07-external-intake
EXT-088-integration,C07,agentscope-ai/OpenJudge: integration,ci-evals,C00-repo-sync;C01-registry-core,medium,S,2,C07-external-intake
EXT-089-intake,C23,skillmatic-ai/awesome-agent-skills: intake,skill-registry,C00-repo-sync,low,S,1,C23-external-intake
EXT-089-architecture,C23,skillmatic-ai/awesome-agent-skills: architecture,skill-registry,C00-repo-sync;C01-registry-core,low,M,2,C23-external-intake
EXT-089-security,C23,skillmatic-ai/awesome-agent-skills: security,skill-registry,C00-repo-sync;C01-registry-core,low,M,2,C23-external-intake
EXT-089-integration,C23,skillmatic-ai/awesome-agent-skills: integration,skill-registry,C00-repo-sync;C01-registry-core,low,S,2,C23-external-intake
EXT-090-intake,C20,enulus/OpenPackage: intake,external-intake,C00-repo-sync,medium,S,1,C20-external-intake
EXT-090-architecture,C20,enulus/OpenPackage: architecture,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-090-security,C20,enulus/OpenPackage: security,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-090-integration,C20,enulus/OpenPackage: integration,external-intake,C00-repo-sync;C01-registry-core,medium,S,2,C20-external-intake
EXT-091-intake,C23,millionco/react-doctor: intake,skill-registry,C00-repo-sync,medium,S,1,C23-external-intake
EXT-091-architecture,C23,millionco/react-doctor: architecture,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-091-security,C23,millionco/react-doctor: security,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-091-integration,C23,millionco/react-doctor: integration,skill-registry,C00-repo-sync;C01-registry-core,medium,S,2,C23-external-intake
EXT-092-intake,C23,uditgoenka/autoresearch: intake,skill-registry,C00-repo-sync,medium,S,1,C23-external-intake
EXT-092-architecture,C23,uditgoenka/autoresearch: architecture,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-092-security,C23,uditgoenka/autoresearch: security,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-092-integration,C23,uditgoenka/autoresearch: integration,skill-registry,C00-repo-sync;C01-registry-core,medium,S,2,C23-external-intake
EXT-093-intake,C23,meodai/skill.color-expert: intake,skill-registry,C00-repo-sync,medium,S,1,C23-external-intake
EXT-093-architecture,C23,meodai/skill.color-expert: architecture,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-093-security,C23,meodai/skill.color-expert: security,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-093-integration,C23,meodai/skill.color-expert: integration,skill-registry,C00-repo-sync;C01-registry-core,medium,S,2,C23-external-intake
